"JesseThoughtOfMyTeamAndClientNames","HaiCat","The winner is JesseThoughtOfMyTeamAndClientNames"
"997","2","1"
"rock","14537209","rock","15315349","Tie"
"paper","5268533","rock","5311184","JesseThoughtOfMyTeamAndClientNames won"
"paper","16011803","rock","16472241","JesseThoughtOfMyTeamAndClientNames won"
"paper","4922747","rock","5324628","JesseThoughtOfMyTeamAndClientNames won"
"paper","4896901","rock","4667271","JesseThoughtOfMyTeamAndClientNames won"
"paper","4756293","rock","5163329","JesseThoughtOfMyTeamAndClientNames won"
"paper","4662166","rock","5063173","JesseThoughtOfMyTeamAndClientNames won"
"paper","4901940","rock","4678292","JesseThoughtOfMyTeamAndClientNames won"
"paper","4656011","rock","5057312","JesseThoughtOfMyTeamAndClientNames won"
"paper","5125287","rock","5167823","JesseThoughtOfMyTeamAndClientNames won"
"paper","4631187","rock","8630773","JesseThoughtOfMyTeamAndClientNames won"
"paper","7519975","rock","7507865","JesseThoughtOfMyTeamAndClientNames won"
"paper","5425500","rock","5825654","JesseThoughtOfMyTeamAndClientNames won"
"paper","4771801","rock","5182753","JesseThoughtOfMyTeamAndClientNames won"
"paper","4637109","rock","5034324","JesseThoughtOfMyTeamAndClientNames won"
"paper","3034048","rock","8711441","JesseThoughtOfMyTeamAndClientNames won"
"paper","5091342","rock","5504613","JesseThoughtOfMyTeamAndClientNames won"
"paper","4947701","rock","4702541","JesseThoughtOfMyTeamAndClientNames won"
"paper","4759332","rock","5177698","JesseThoughtOfMyTeamAndClientNames won"
"paper","4724103","rock","5132612","JesseThoughtOfMyTeamAndClientNames won"
"paper","4887841","rock","4657213","JesseThoughtOfMyTeamAndClientNames won"
"paper","3282856","rock","8800495","JesseThoughtOfMyTeamAndClientNames won"
"paper","5636633","rock","5680370","JesseThoughtOfMyTeamAndClientNames won"
"paper","4742977","rock","5137347","JesseThoughtOfMyTeamAndClientNames won"
"paper","4729418","rock","5130408","JesseThoughtOfMyTeamAndClientNames won"
"paper","4770284","rock","5180584","JesseThoughtOfMyTeamAndClientNames won"
"paper","4910565","rock","4679328","JesseThoughtOfMyTeamAndClientNames won"
"paper","3436592","rock","3829237","JesseThoughtOfMyTeamAndClientNames won"
"paper","5984578","rock","6502498","JesseThoughtOfMyTeamAndClientNames won"
"paper","4626967","rock","5020461","JesseThoughtOfMyTeamAndClientNames won"
"paper","6180492","rock","6494452","JesseThoughtOfMyTeamAndClientNames won"
"paper","3227228","rock","14715338","JesseThoughtOfMyTeamAndClientNames won"
"paper","4434230","rock","4835206","JesseThoughtOfMyTeamAndClientNames won"
"paper","5237316","rock","5279741","JesseThoughtOfMyTeamAndClientNames won"
"paper","4711704","rock","5103473","JesseThoughtOfMyTeamAndClientNames won"
"paper","4740661","rock","5181614","JesseThoughtOfMyTeamAndClientNames won"
"paper","4874030","rock","4656245","JesseThoughtOfMyTeamAndClientNames won"
"paper","4812631","rock","5207750","JesseThoughtOfMyTeamAndClientNames won"
"paper","4854332","rock","5259262","JesseThoughtOfMyTeamAndClientNames won"
"paper","4484320","rock","4871536","JesseThoughtOfMyTeamAndClientNames won"
"paper","4751702","rock","5145464","JesseThoughtOfMyTeamAndClientNames won"
"paper","5019505","rock","5456185","JesseThoughtOfMyTeamAndClientNames won"
"paper","4006860","rock","4408141","JesseThoughtOfMyTeamAndClientNames won"
"paper","4932693","rock","4704731","JesseThoughtOfMyTeamAndClientNames won"
"paper","9640494","rock","10135519","JesseThoughtOfMyTeamAndClientNames won"
"paper","3745224","rock","4139622","JesseThoughtOfMyTeamAndClientNames won"
"paper","4956911","rock","4724139","JesseThoughtOfMyTeamAndClientNames won"
"paper","4821960","rock","5236673","JesseThoughtOfMyTeamAndClientNames won"
"paper","4881335","rock","4653271","JesseThoughtOfMyTeamAndClientNames won"
"paper","4787076","rock","5183318","JesseThoughtOfMyTeamAndClientNames won"
"paper","4733138","rock","5134109","JesseThoughtOfMyTeamAndClientNames won"
"paper","4761541","rock","5162794","JesseThoughtOfMyTeamAndClientNames won"
"paper","4967712","rock","4630018","JesseThoughtOfMyTeamAndClientNames won"
"paper","4694366","rock","5090819","JesseThoughtOfMyTeamAndClientNames won"
"paper","4553196","rock","4942259","JesseThoughtOfMyTeamAndClientNames won"
"paper","5320712","rock","5364214","JesseThoughtOfMyTeamAndClientNames won"
"paper","4879854","rock","4652232","JesseThoughtOfMyTeamAndClientNames won"
"paper","5018907","rock","4792548","JesseThoughtOfMyTeamAndClientNames won"
"paper","5322102","rock","5364549","JesseThoughtOfMyTeamAndClientNames won"
"paper","4106551","rock","4531195","JesseThoughtOfMyTeamAndClientNames won"
"paper","5841628","rock","5882391","JesseThoughtOfMyTeamAndClientNames won"
"paper","4718938","rock","5374165","JesseThoughtOfMyTeamAndClientNames won"
"paper","7440373","rock","7487752","JesseThoughtOfMyTeamAndClientNames won"
"paper","5951573","rock","5715063","JesseThoughtOfMyTeamAndClientNames won"
"paper","4693439","rock","5087029","JesseThoughtOfMyTeamAndClientNames won"
"paper","4709251","rock","5117813","JesseThoughtOfMyTeamAndClientNames won"
"paper","4710548","rock","5105022","JesseThoughtOfMyTeamAndClientNames won"
"paper","5251347","rock","5292831","JesseThoughtOfMyTeamAndClientNames won"
"paper","5266383","rock","5308792","JesseThoughtOfMyTeamAndClientNames won"
"paper","3936945","rock","4330635","JesseThoughtOfMyTeamAndClientNames won"
"paper","5462265","rock","5851947","JesseThoughtOfMyTeamAndClientNames won"
"paper","4741095","rock","5134132","JesseThoughtOfMyTeamAndClientNames won"
"paper","4747185","rock","5135135","JesseThoughtOfMyTeamAndClientNames won"
"paper","4704032","rock","5095197","JesseThoughtOfMyTeamAndClientNames won"
"paper","4727793","rock","5123207","JesseThoughtOfMyTeamAndClientNames won"
"paper","5257990","rock","5300905","JesseThoughtOfMyTeamAndClientNames won"
"paper","4918551","rock","4689268","JesseThoughtOfMyTeamAndClientNames won"
"paper","4800040","rock","5205931","JesseThoughtOfMyTeamAndClientNames won"
"paper","4697536","rock","5112735","JesseThoughtOfMyTeamAndClientNames won"
"paper","3732518","rock","3502704","JesseThoughtOfMyTeamAndClientNames won"
"paper","7991290","rock","8038773","JesseThoughtOfMyTeamAndClientNames won"
"paper","9354758","rock","11016320","JesseThoughtOfMyTeamAndClientNames won"
"paper","5987289","rock","6031307","JesseThoughtOfMyTeamAndClientNames won"
"paper","4899032","rock","4672217","JesseThoughtOfMyTeamAndClientNames won"
"paper","4825489","rock","5212232","JesseThoughtOfMyTeamAndClientNames won"
"paper","4735676","rock","5127007","JesseThoughtOfMyTeamAndClientNames won"
"paper","4727468","rock","5121850","JesseThoughtOfMyTeamAndClientNames won"
"paper","4724659","rock","5111846","JesseThoughtOfMyTeamAndClientNames won"
"paper","4775539","rock","5177323","JesseThoughtOfMyTeamAndClientNames won"
"paper","4717923","rock","5108538","JesseThoughtOfMyTeamAndClientNames won"
"paper","4957320","rock","4725302","JesseThoughtOfMyTeamAndClientNames won"
"paper","4462481","rock","4504318","JesseThoughtOfMyTeamAndClientNames won"
"paper","6856101","rock","13404289","JesseThoughtOfMyTeamAndClientNames won"
"paper","4498184","rock","4900866","JesseThoughtOfMyTeamAndClientNames won"
"paper","4875096","rock","4654560","JesseThoughtOfMyTeamAndClientNames won"
"paper","4784470","rock","5171825","JesseThoughtOfMyTeamAndClientNames won"
"paper","4746904","rock","5144250","JesseThoughtOfMyTeamAndClientNames won"
"paper","5265827","rock","5309300","JesseThoughtOfMyTeamAndClientNames won"
"paper","4456223","rock","4849939","JesseThoughtOfMyTeamAndClientNames won"
"paper","4715087","rock","5100217","JesseThoughtOfMyTeamAndClientNames won"
"paper","5278902","rock","5323584","JesseThoughtOfMyTeamAndClientNames won"
"paper","4838899","rock","5031134","JesseThoughtOfMyTeamAndClientNames won"
"paper","4754554","rock","5164148","JesseThoughtOfMyTeamAndClientNames won"
"paper","4371469","rock","4140902","JesseThoughtOfMyTeamAndClientNames won"
"paper","5296188","rock","5701324","JesseThoughtOfMyTeamAndClientNames won"
"paper","4726227","rock","5120497","JesseThoughtOfMyTeamAndClientNames won"
"paper","4820770","rock","5233723","JesseThoughtOfMyTeamAndClientNames won"
"paper","4571501","rock","4961827","JesseThoughtOfMyTeamAndClientNames won"
"paper","4600901","rock","4998620","JesseThoughtOfMyTeamAndClientNames won"
"paper","4709048","rock","5101370","JesseThoughtOfMyTeamAndClientNames won"
"paper","4724236","rock","5115463","JesseThoughtOfMyTeamAndClientNames won"
"paper","3976571","rock","4372914","JesseThoughtOfMyTeamAndClientNames won"
"paper","5415884","rock","5811969","JesseThoughtOfMyTeamAndClientNames won"
"paper","5025678","rock","4783506","JesseThoughtOfMyTeamAndClientNames won"
"paper","4737490","rock","5155090","JesseThoughtOfMyTeamAndClientNames won"
"paper","3630968","rock","3666380","JesseThoughtOfMyTeamAndClientNames won"
"paper","5981964","rock","6393899","JesseThoughtOfMyTeamAndClientNames won"
"paper","4879724","rock","4654011","JesseThoughtOfMyTeamAndClientNames won"
"paper","6198983","rock","5950620","JesseThoughtOfMyTeamAndClientNames won"
"paper","2921102","rock","7242665","JesseThoughtOfMyTeamAndClientNames won"
"paper","5049187","rock","5456882","JesseThoughtOfMyTeamAndClientNames won"
"paper","3918465","rock","3960823","JesseThoughtOfMyTeamAndClientNames won"
"paper","5621796","rock","6014770","JesseThoughtOfMyTeamAndClientNames won"
"paper","7958761","rock","8205079","JesseThoughtOfMyTeamAndClientNames won"
"paper","4804152","rock","5216563","JesseThoughtOfMyTeamAndClientNames won"
"paper","4856336","rock","4631669","JesseThoughtOfMyTeamAndClientNames won"
"paper","4810122","rock","5200564","JesseThoughtOfMyTeamAndClientNames won"
"paper","3623519","rock","4021005","JesseThoughtOfMyTeamAndClientNames won"
"paper","5639925","rock","6041285","JesseThoughtOfMyTeamAndClientNames won"
"paper","4721609","rock","5109781","JesseThoughtOfMyTeamAndClientNames won"
"paper","6830716","rock","6875674","JesseThoughtOfMyTeamAndClientNames won"
"paper","3151607","rock","8287632","JesseThoughtOfMyTeamAndClientNames won"
"paper","3829690","rock","4223068","JesseThoughtOfMyTeamAndClientNames won"
"paper","4819616","rock","4863473","JesseThoughtOfMyTeamAndClientNames won"
"paper","5143579","rock","5535986","JesseThoughtOfMyTeamAndClientNames won"
"paper","4719602","rock","5112317","JesseThoughtOfMyTeamAndClientNames won"
"paper","4731064","rock","5124989","JesseThoughtOfMyTeamAndClientNames won"
"paper","5268098","rock","5311284","JesseThoughtOfMyTeamAndClientNames won"
"paper","4707285","rock","5102227","JesseThoughtOfMyTeamAndClientNames won"
"paper","4739532","rock","5129022","JesseThoughtOfMyTeamAndClientNames won"
"paper","4752760","rock","5164215","JesseThoughtOfMyTeamAndClientNames won"
"paper","4868646","rock","4640216","JesseThoughtOfMyTeamAndClientNames won"
"paper","4795165","rock","5185947","JesseThoughtOfMyTeamAndClientNames won"
"paper","3321220","rock","3720817","JesseThoughtOfMyTeamAndClientNames won"
"paper","6050737","rock","6446203","JesseThoughtOfMyTeamAndClientNames won"
"paper","4753642","rock","5147752","JesseThoughtOfMyTeamAndClientNames won"
"paper","4931294","rock","4703153","JesseThoughtOfMyTeamAndClientNames won"
"paper","4476375","rock","4869287","JesseThoughtOfMyTeamAndClientNames won"
"paper","4735022","rock","5136847","JesseThoughtOfMyTeamAndClientNames won"
"paper","5353923","rock","5311608","JesseThoughtOfMyTeamAndClientNames won"
"paper","4841969","rock","4617461","JesseThoughtOfMyTeamAndClientNames won"
"paper","3432865","rock","3194984","JesseThoughtOfMyTeamAndClientNames won"
"paper","6298960","rock","6703076","JesseThoughtOfMyTeamAndClientNames won"
"paper","5225400","rock","5182069","JesseThoughtOfMyTeamAndClientNames won"
"paper","5974970","rock","6017289","JesseThoughtOfMyTeamAndClientNames won"
"paper","11985867","rock","12415354","JesseThoughtOfMyTeamAndClientNames won"
"paper","4265698","rock","4661139","JesseThoughtOfMyTeamAndClientNames won"
"paper","4724039","rock","5119334","JesseThoughtOfMyTeamAndClientNames won"
"paper","4981734","rock","5392882","JesseThoughtOfMyTeamAndClientNames won"
"paper","4408250","rock","4803870","JesseThoughtOfMyTeamAndClientNames won"
"paper","4732088","rock","5141575","JesseThoughtOfMyTeamAndClientNames won"
"paper","4682713","rock","5196588","JesseThoughtOfMyTeamAndClientNames won"
"paper","4594984","rock","4982325","JesseThoughtOfMyTeamAndClientNames won"
"paper","3705296","rock","3470143","JesseThoughtOfMyTeamAndClientNames won"
"paper","5909888","rock","6311268","JesseThoughtOfMyTeamAndClientNames won"
"paper","4896394","rock","4668166","JesseThoughtOfMyTeamAndClientNames won"
"paper","4222166","rock","4642282","JesseThoughtOfMyTeamAndClientNames won"
"paper","3520736","rock","3913835","JesseThoughtOfMyTeamAndClientNames won"
"paper","6831682","rock","6872890","JesseThoughtOfMyTeamAndClientNames won"
"paper","4708961","rock","5096264","JesseThoughtOfMyTeamAndClientNames won"
"paper","4714593","rock","5147463","JesseThoughtOfMyTeamAndClientNames won"
"paper","4904773","rock","4674645","JesseThoughtOfMyTeamAndClientNames won"
"paper","4787334","rock","5177642","JesseThoughtOfMyTeamAndClientNames won"
"paper","4730536","rock","5121709","JesseThoughtOfMyTeamAndClientNames won"
"paper","4722773","rock","5111305","JesseThoughtOfMyTeamAndClientNames won"
"paper","4745727","rock","5148715","JesseThoughtOfMyTeamAndClientNames won"
"paper","4903810","rock","4678601","JesseThoughtOfMyTeamAndClientNames won"
"paper","4817780","rock","5218376","JesseThoughtOfMyTeamAndClientNames won"
"paper","4891882","rock","4671428","JesseThoughtOfMyTeamAndClientNames won"
"paper","4825221","rock","5222212","JesseThoughtOfMyTeamAndClientNames won"
"paper","5469885","rock","5459541","JesseThoughtOfMyTeamAndClientNames won"
"paper","4593793","rock","8781074","JesseThoughtOfMyTeamAndClientNames won"
"paper","5037903","rock","5429848","JesseThoughtOfMyTeamAndClientNames won"
"paper","4725545","rock","5124013","JesseThoughtOfMyTeamAndClientNames won"
"paper","16102704","rock","15855665","JesseThoughtOfMyTeamAndClientNames won"
"paper","5432407","rock","5825991","JesseThoughtOfMyTeamAndClientNames won"
"paper","4591117","rock","4985863","JesseThoughtOfMyTeamAndClientNames won"
"paper","4701661","rock","5111500","JesseThoughtOfMyTeamAndClientNames won"
"paper","4598000","rock","5001306","JesseThoughtOfMyTeamAndClientNames won"
"paper","4413978","rock","4807326","JesseThoughtOfMyTeamAndClientNames won"
"paper","4903724","rock","4682667","JesseThoughtOfMyTeamAndClientNames won"
"paper","8873121","rock","9061389","JesseThoughtOfMyTeamAndClientNames won"
"paper","4851760","rock","4622882","JesseThoughtOfMyTeamAndClientNames won"
"paper","5430204","rock","5472863","JesseThoughtOfMyTeamAndClientNames won"
"paper","5115735","rock","4870246","JesseThoughtOfMyTeamAndClientNames won"
"paper","4535502","rock","4927329","JesseThoughtOfMyTeamAndClientNames won"
"paper","4721091","rock","5116335","JesseThoughtOfMyTeamAndClientNames won"
"paper","4001720","rock","4393647","JesseThoughtOfMyTeamAndClientNames won"
"paper","5411534","rock","5811729","JesseThoughtOfMyTeamAndClientNames won"
"paper","5230987","rock","5272862","JesseThoughtOfMyTeamAndClientNames won"
"paper","4706819","rock","5097705","JesseThoughtOfMyTeamAndClientNames won"
"paper","5218113","rock","5176437","JesseThoughtOfMyTeamAndClientNames won"
"paper","4990862","rock","4760382","JesseThoughtOfMyTeamAndClientNames won"
"paper","4780955","rock","5175325","JesseThoughtOfMyTeamAndClientNames won"
"paper","4690188","rock","5089679","JesseThoughtOfMyTeamAndClientNames won"
"paper","4716942","rock","5100384","JesseThoughtOfMyTeamAndClientNames won"
"paper","4742218","rock","5135403","JesseThoughtOfMyTeamAndClientNames won"
"paper","3501418","rock","3898633","JesseThoughtOfMyTeamAndClientNames won"
"paper","5933277","rock","6329923","JesseThoughtOfMyTeamAndClientNames won"
"paper","4903626","rock","4677107","JesseThoughtOfMyTeamAndClientNames won"
"paper","4810274","rock","5205597","JesseThoughtOfMyTeamAndClientNames won"
"paper","4893107","rock","4663395","JesseThoughtOfMyTeamAndClientNames won"
"paper","4801317","rock","5205086","JesseThoughtOfMyTeamAndClientNames won"
"paper","4923968","rock","4699284","JesseThoughtOfMyTeamAndClientNames won"
"paper","4802332","rock","5197909","JesseThoughtOfMyTeamAndClientNames won"
"paper","3127217","rock","3524850","JesseThoughtOfMyTeamAndClientNames won"
"paper","4887036","rock","5283373","JesseThoughtOfMyTeamAndClientNames won"
"paper","4723124","rock","5118466","JesseThoughtOfMyTeamAndClientNames won"
"paper","4736811","rock","5129951","JesseThoughtOfMyTeamAndClientNames won"
"paper","3844367","rock","4243841","JesseThoughtOfMyTeamAndClientNames won"
"paper","5578322","rock","5973777","JesseThoughtOfMyTeamAndClientNames won"
"paper","4728885","rock","5123534","JesseThoughtOfMyTeamAndClientNames won"
"paper","4707247","rock","5103922","JesseThoughtOfMyTeamAndClientNames won"
"paper","4885521","rock","4658187","JesseThoughtOfMyTeamAndClientNames won"
"paper","5034479","rock","4799838","JesseThoughtOfMyTeamAndClientNames won"
"paper","4780327","rock","5178395","JesseThoughtOfMyTeamAndClientNames won"
"paper","4713119","rock","5116060","JesseThoughtOfMyTeamAndClientNames won"
"paper","4066431","rock","4501427","JesseThoughtOfMyTeamAndClientNames won"
"paper","5169647","rock","5572434","JesseThoughtOfMyTeamAndClientNames won"
"paper","6856565","rock","6903862","JesseThoughtOfMyTeamAndClientNames won"
"paper","2963479","rock","4403461","JesseThoughtOfMyTeamAndClientNames won"
"paper","5972205","rock","6372047","JesseThoughtOfMyTeamAndClientNames won"
"paper","4715666","rock","5110947","JesseThoughtOfMyTeamAndClientNames won"
"paper","4227032","rock","4879956","JesseThoughtOfMyTeamAndClientNames won"
"paper","4872875","rock","5268826","JesseThoughtOfMyTeamAndClientNames won"
"paper","4590905","rock","4986090","JesseThoughtOfMyTeamAndClientNames won"
"paper","4748551","rock","5158400","JesseThoughtOfMyTeamAndClientNames won"
"paper","9246117","rock","9203790","JesseThoughtOfMyTeamAndClientNames won"
"paper","4737816","rock","5134028","JesseThoughtOfMyTeamAndClientNames won"
"paper","5115578","rock","5160159","JesseThoughtOfMyTeamAndClientNames won"
"paper","4773452","rock","5168576","JesseThoughtOfMyTeamAndClientNames won"
"paper","4591294","rock","4980943","JesseThoughtOfMyTeamAndClientNames won"
"paper","4715062","rock","5101591","JesseThoughtOfMyTeamAndClientNames won"
"paper","3466525","rock","3236304","JesseThoughtOfMyTeamAndClientNames won"
"paper","6232113","rock","6623866","JesseThoughtOfMyTeamAndClientNames won"
"paper","7040799","rock","7288145","JesseThoughtOfMyTeamAndClientNames won"
"paper","6252735","rock","6651121","JesseThoughtOfMyTeamAndClientNames won"
"paper","4596202","rock","4990486","JesseThoughtOfMyTeamAndClientNames won"
"paper","4728393","rock","5142922","JesseThoughtOfMyTeamAndClientNames won"
"paper","3916998","rock","3873850","JesseThoughtOfMyTeamAndClientNames won"
"paper","6053878","rock","6444038","JesseThoughtOfMyTeamAndClientNames won"
"paper","4736640","rock","5130741","JesseThoughtOfMyTeamAndClientNames won"
"paper","4833653","rock","5276736","JesseThoughtOfMyTeamAndClientNames won"
"paper","5087101","rock","5129099","JesseThoughtOfMyTeamAndClientNames won"
"paper","5245456","rock","5287345","JesseThoughtOfMyTeamAndClientNames won"
"paper","4779395","rock","5195318","JesseThoughtOfMyTeamAndClientNames won"
"paper","4866803","rock","4638203","JesseThoughtOfMyTeamAndClientNames won"
"paper","4800897","rock","5193990","JesseThoughtOfMyTeamAndClientNames won"
"paper","4741955","rock","5132408","JesseThoughtOfMyTeamAndClientNames won"
"paper","4934263","rock","4704006","JesseThoughtOfMyTeamAndClientNames won"
"paper","4775470","rock","5169843","JesseThoughtOfMyTeamAndClientNames won"
"paper","4725354","rock","5125796","JesseThoughtOfMyTeamAndClientNames won"
"paper","4474390","rock","4870562","JesseThoughtOfMyTeamAndClientNames won"
"paper","4682912","rock","5070845","JesseThoughtOfMyTeamAndClientNames won"
"paper","9728565","rock","4273458","JesseThoughtOfMyTeamAndClientNames won"
"paper","7387762","rock","7790451","JesseThoughtOfMyTeamAndClientNames won"
"paper","4706016","rock","5097676","JesseThoughtOfMyTeamAndClientNames won"
"paper","4768134","rock","5180437","JesseThoughtOfMyTeamAndClientNames won"
"paper","4222420","rock","4623211","JesseThoughtOfMyTeamAndClientNames won"
"paper","4685397","rock","5074737","JesseThoughtOfMyTeamAndClientNames won"
"paper","5260552","rock","5303042","JesseThoughtOfMyTeamAndClientNames won"
"paper","3291201","rock","3688457","JesseThoughtOfMyTeamAndClientNames won"
"paper","6545453","rock","6936074","JesseThoughtOfMyTeamAndClientNames won"
"paper","4720204","rock","5113319","JesseThoughtOfMyTeamAndClientNames won"
"paper","4433354","rock","4835556","JesseThoughtOfMyTeamAndClientNames won"
"paper","15190888","rock","15616758","JesseThoughtOfMyTeamAndClientNames won"
"paper","3480274","rock","3881553","JesseThoughtOfMyTeamAndClientNames won"
"paper","3866562","rock","3908991","JesseThoughtOfMyTeamAndClientNames won"
"paper","5238456","rock","5280144","JesseThoughtOfMyTeamAndClientNames won"
"paper","4982630","rock","4752111","JesseThoughtOfMyTeamAndClientNames won"
"paper","6160834","rock","6695797","JesseThoughtOfMyTeamAndClientNames won"
"paper","3164080","rock","8610571","JesseThoughtOfMyTeamAndClientNames won"
"paper","3788251","rock","4179865","JesseThoughtOfMyTeamAndClientNames won"
"paper","4718386","rock","5111357","JesseThoughtOfMyTeamAndClientNames won"
"paper","4699636","rock","5093736","JesseThoughtOfMyTeamAndClientNames won"
"paper","5085841","rock","5042377","JesseThoughtOfMyTeamAndClientNames won"
"paper","4739632","rock","5136895","JesseThoughtOfMyTeamAndClientNames won"
"paper","4709609","rock","5107627","JesseThoughtOfMyTeamAndClientNames won"
"paper","4718827","rock","5115624","JesseThoughtOfMyTeamAndClientNames won"
"paper","3852869","rock","4250106","JesseThoughtOfMyTeamAndClientNames won"
"paper","6017253","rock","6059057","JesseThoughtOfMyTeamAndClientNames won"
"paper","3751934","rock","4161735","JesseThoughtOfMyTeamAndClientNames won"
"paper","5635876","rock","6031610","JesseThoughtOfMyTeamAndClientNames won"
"paper","4859427","rock","4637592","JesseThoughtOfMyTeamAndClientNames won"
"paper","4827698","rock","5235447","JesseThoughtOfMyTeamAndClientNames won"
"paper","5213980","rock","5169208","JesseThoughtOfMyTeamAndClientNames won"
"paper","5019919","rock","4783627","JesseThoughtOfMyTeamAndClientNames won"
"paper","4614880","rock","4345641","JesseThoughtOfMyTeamAndClientNames won"
"paper","5136980","rock","5534289","JesseThoughtOfMyTeamAndClientNames won"
"paper","4819184","rock","5217813","JesseThoughtOfMyTeamAndClientNames won"
"paper","4915462","rock","4668442","JesseThoughtOfMyTeamAndClientNames won"
"paper","4407126","rock","4814746","JesseThoughtOfMyTeamAndClientNames won"
"paper","4608969","rock","4998157","JesseThoughtOfMyTeamAndClientNames won"
"paper","4807604","rock","4994286","JesseThoughtOfMyTeamAndClientNames won"
"paper","3570218","rock","3340111","JesseThoughtOfMyTeamAndClientNames won"
"paper","6154373","rock","6551881","JesseThoughtOfMyTeamAndClientNames won"
"paper","6945357","rock","7190092","JesseThoughtOfMyTeamAndClientNames won"
"paper","4171763","rock","4571264","JesseThoughtOfMyTeamAndClientNames won"
"paper","6541586","rock","6932764","JesseThoughtOfMyTeamAndClientNames won"
"paper","5252866","rock","5311889","JesseThoughtOfMyTeamAndClientNames won"
"paper","4759901","rock","5161376","JesseThoughtOfMyTeamAndClientNames won"
"paper","4890761","rock","4662921","JesseThoughtOfMyTeamAndClientNames won"
"paper","4771387","rock","5163835","JesseThoughtOfMyTeamAndClientNames won"
"paper","12831581","rock","13258577","JesseThoughtOfMyTeamAndClientNames won"
"paper","5147857","rock","5191909","JesseThoughtOfMyTeamAndClientNames won"
"paper","5006229","rock","5417033","JesseThoughtOfMyTeamAndClientNames won"
"paper","4429728","rock","4825909","JesseThoughtOfMyTeamAndClientNames won"
"paper","4803010","rock","5230856","JesseThoughtOfMyTeamAndClientNames won"
"paper","4578868","rock","4967426","JesseThoughtOfMyTeamAndClientNames won"
"paper","5856953","rock","6407759","JesseThoughtOfMyTeamAndClientNames won"
"paper","3265418","rock","3653106","JesseThoughtOfMyTeamAndClientNames won"
"paper","5265551","rock","5305739","JesseThoughtOfMyTeamAndClientNames won"
"paper","4628527","rock","5022176","JesseThoughtOfMyTeamAndClientNames won"
"paper","4710035","rock","5105238","JesseThoughtOfMyTeamAndClientNames won"
"paper","4495264","rock","4698726","JesseThoughtOfMyTeamAndClientNames won"
"paper","3398812","rock","3791417","JesseThoughtOfMyTeamAndClientNames won"
"paper","4924627","rock","4700392","JesseThoughtOfMyTeamAndClientNames won"
"paper","4251990","rock","4641067","JesseThoughtOfMyTeamAndClientNames won"
"paper","4735485","rock","5133429","JesseThoughtOfMyTeamAndClientNames won"
"paper","3048573","rock","8933791","JesseThoughtOfMyTeamAndClientNames won"
"paper","3389742","rock","3782863","JesseThoughtOfMyTeamAndClientNames won"
"paper","5258898","rock","5660019","JesseThoughtOfMyTeamAndClientNames won"
"paper","4187231","rock","4584735","JesseThoughtOfMyTeamAndClientNames won"
"paper","4708560","rock","5096697","JesseThoughtOfMyTeamAndClientNames won"
"paper","4924813","rock","4694310","JesseThoughtOfMyTeamAndClientNames won"
"paper","3388573","rock","8769384","JesseThoughtOfMyTeamAndClientNames won"
"paper","10093440","rock","10343221","JesseThoughtOfMyTeamAndClientNames won"
"paper","3817377","rock","4214396","JesseThoughtOfMyTeamAndClientNames won"
"paper","4581699","rock","4980601","JesseThoughtOfMyTeamAndClientNames won"
"paper","3644203","rock","4098983","JesseThoughtOfMyTeamAndClientNames won"
"paper","3796733","rock","4190558","JesseThoughtOfMyTeamAndClientNames won"
"paper","6602684","rock","7114245","JesseThoughtOfMyTeamAndClientNames won"
"paper","4817201","rock","4589928","JesseThoughtOfMyTeamAndClientNames won"
"paper","4741231","rock","5139235","JesseThoughtOfMyTeamAndClientNames won"
"paper","5234054","rock","5275549","JesseThoughtOfMyTeamAndClientNames won"
"paper","4722574","rock","5110757","JesseThoughtOfMyTeamAndClientNames won"
"paper","4973681","rock","4742134","JesseThoughtOfMyTeamAndClientNames won"
"paper","5346919","rock","5389113","JesseThoughtOfMyTeamAndClientNames won"
"paper","4411216","rock","4829471","JesseThoughtOfMyTeamAndClientNames won"
"paper","5004218","rock","5396245","JesseThoughtOfMyTeamAndClientNames won"
"paper","4759326","rock","5159801","JesseThoughtOfMyTeamAndClientNames won"
"paper","4703855","rock","5099067","JesseThoughtOfMyTeamAndClientNames won"
"paper","4727032","rock","5119349","JesseThoughtOfMyTeamAndClientNames won"
"paper","4313811","rock","4356464","JesseThoughtOfMyTeamAndClientNames won"
"paper","5627208","rock","6014945","JesseThoughtOfMyTeamAndClientNames won"
"paper","4744875","rock","5137379","JesseThoughtOfMyTeamAndClientNames won"
"paper","5271436","rock","5313142","JesseThoughtOfMyTeamAndClientNames won"
"paper","4900345","rock","4671000","JesseThoughtOfMyTeamAndClientNames won"
"paper","4802203","rock","5210818","JesseThoughtOfMyTeamAndClientNames won"
"paper","5223087","rock","5267228","JesseThoughtOfMyTeamAndClientNames won"
"paper","4744233","rock","5134768","JesseThoughtOfMyTeamAndClientNames won"
"paper","4849518","rock","4893423","JesseThoughtOfMyTeamAndClientNames won"
"paper","5158193","rock","5559904","JesseThoughtOfMyTeamAndClientNames won"
"paper","4745239","rock","5140580","JesseThoughtOfMyTeamAndClientNames won"
"paper","4793320","rock","4977543","JesseThoughtOfMyTeamAndClientNames won"
"paper","3466801","rock","3854964","JesseThoughtOfMyTeamAndClientNames won"
"paper","5810306","rock","6312280","JesseThoughtOfMyTeamAndClientNames won"
