"Avalanch","JesseThoughtOfMyTeamAndClientNames","The winner is JesseThoughtOfMyTeamAndClientNames"
"2","997","1"
"rock","11897563","rock","11354681","Tie"
"rock","4917679","paper","4685439","JesseThoughtOfMyTeamAndClientNames won"
"rock","4749419","paper","5137667","JesseThoughtOfMyTeamAndClientNames won"
"rock","10123852","paper","10375605","JesseThoughtOfMyTeamAndClientNames won"
"rock","5782551","paper","6195071","JesseThoughtOfMyTeamAndClientNames won"
"rock","4640515","paper","5156374","JesseThoughtOfMyTeamAndClientNames won"
"rock","4558336","paper","4950715","JesseThoughtOfMyTeamAndClientNames won"
"rock","4587122","paper","4985202","JesseThoughtOfMyTeamAndClientNames won"
"rock","4896724","paper","4667376","JesseThoughtOfMyTeamAndClientNames won"
"rock","4781510","paper","5176562","JesseThoughtOfMyTeamAndClientNames won"
"rock","4720100","paper","8699014","JesseThoughtOfMyTeamAndClientNames won"
"rock","3716790","paper","9386016","JesseThoughtOfMyTeamAndClientNames won"
"rock","4411574","paper","4820401","JesseThoughtOfMyTeamAndClientNames won"
"rock","6251424","paper","6645372","JesseThoughtOfMyTeamAndClientNames won"
"rock","5136553","paper","5176486","JesseThoughtOfMyTeamAndClientNames won"
"rock","4952678","paper","4711686","JesseThoughtOfMyTeamAndClientNames won"
"rock","4793271","paper","5191546","JesseThoughtOfMyTeamAndClientNames won"
"rock","5275706","paper","5236712","JesseThoughtOfMyTeamAndClientNames won"
"rock","4953447","paper","4695068","JesseThoughtOfMyTeamAndClientNames won"
"rock","4726323","paper","5117135","JesseThoughtOfMyTeamAndClientNames won"
"rock","4720975","paper","5112558","JesseThoughtOfMyTeamAndClientNames won"
"rock","4555757","paper","4952437","JesseThoughtOfMyTeamAndClientNames won"
"rock","4703715","paper","5094847","JesseThoughtOfMyTeamAndClientNames won"
"rock","4793687","paper","5196407","JesseThoughtOfMyTeamAndClientNames won"
"rock","4992197","paper","4743034","JesseThoughtOfMyTeamAndClientNames won"
"rock","4797543","paper","5202325","JesseThoughtOfMyTeamAndClientNames won"
"rock","4600780","paper","4994838","JesseThoughtOfMyTeamAndClientNames won"
"rock","3832834","paper","4274394","JesseThoughtOfMyTeamAndClientNames won"
"rock","6052547","paper","6093147","JesseThoughtOfMyTeamAndClientNames won"
"rock","4936993","paper","4705999","JesseThoughtOfMyTeamAndClientNames won"
"rock","4793389","paper","6575456","JesseThoughtOfMyTeamAndClientNames won"
"rock","4347251","paper","7315166","JesseThoughtOfMyTeamAndClientNames won"
"rock","4903779","paper","4672337","JesseThoughtOfMyTeamAndClientNames won"
"rock","7182818","paper","7428455","JesseThoughtOfMyTeamAndClientNames won"
"rock","6015663","paper","6417331","JesseThoughtOfMyTeamAndClientNames won"
"rock","4983779","paper","4705483","JesseThoughtOfMyTeamAndClientNames won"
"rock","6393938","paper","6435371","JesseThoughtOfMyTeamAndClientNames won"
"rock","3574249","paper","3973579","JesseThoughtOfMyTeamAndClientNames won"
"rock","4956071","paper","4716500","JesseThoughtOfMyTeamAndClientNames won"
"rock","8744633","paper","8488463","JesseThoughtOfMyTeamAndClientNames won"
"rock","4472403","paper","4864708","JesseThoughtOfMyTeamAndClientNames won"
"rock","4702478","paper","5163725","JesseThoughtOfMyTeamAndClientNames won"
"rock","4589819","paper","4984460","JesseThoughtOfMyTeamAndClientNames won"
"rock","4624530","paper","5020734","JesseThoughtOfMyTeamAndClientNames won"
"rock","4749038","paper","5150168","JesseThoughtOfMyTeamAndClientNames won"
"rock","4964184","paper","4718933","JesseThoughtOfMyTeamAndClientNames won"
"rock","4819024","paper","5229320","JesseThoughtOfMyTeamAndClientNames won"
"rock","4626025","paper","5137068","JesseThoughtOfMyTeamAndClientNames won"
"rock","4533375","paper","4921296","JesseThoughtOfMyTeamAndClientNames won"
"rock","4606173","paper","4992739","JesseThoughtOfMyTeamAndClientNames won"
"rock","3811191","paper","3850503","JesseThoughtOfMyTeamAndClientNames won"
"rock","6192676","paper","6586323","JesseThoughtOfMyTeamAndClientNames won"
"rock","4445644","paper","4836100","JesseThoughtOfMyTeamAndClientNames won"
"rock","10096807","paper","9658864","JesseThoughtOfMyTeamAndClientNames won"
"rock","8996470","paper","9424044","JesseThoughtOfMyTeamAndClientNames won"
"rock","13741103","paper","14169235","JesseThoughtOfMyTeamAndClientNames won"
"rock","12297223","paper","12727166","JesseThoughtOfMyTeamAndClientNames won"
"rock","11990633","paper","12001740","JesseThoughtOfMyTeamAndClientNames won"
"rock","7063307","paper","7498313","JesseThoughtOfMyTeamAndClientNames won"
"rock","11083536","paper","11509026","JesseThoughtOfMyTeamAndClientNames won"
"rock","9611252","paper","10122393","JesseThoughtOfMyTeamAndClientNames won"
"rock","10888972","paper","11322778","JesseThoughtOfMyTeamAndClientNames won"
"rock","4681421","paper","5077918","JesseThoughtOfMyTeamAndClientNames won"
"rock","7178715","paper","7637285","JesseThoughtOfMyTeamAndClientNames won"
"rock","6010300","paper","5714058","JesseThoughtOfMyTeamAndClientNames won"
"rock","11265321","paper","11696979","JesseThoughtOfMyTeamAndClientNames won"
"rock","8556929","paper","8567537","JesseThoughtOfMyTeamAndClientNames won"
"rock","6164411","paper","5927052","JesseThoughtOfMyTeamAndClientNames won"
"rock","8512666","paper","8941283","JesseThoughtOfMyTeamAndClientNames won"
"rock","18467634","paper","18900447","JesseThoughtOfMyTeamAndClientNames won"
"rock","12434663","paper","12875433","JesseThoughtOfMyTeamAndClientNames won"
"rock","11569765","paper","11997671","JesseThoughtOfMyTeamAndClientNames won"
"rock","11281966","paper","11717029","JesseThoughtOfMyTeamAndClientNames won"
"rock","11092385","paper","11525432","JesseThoughtOfMyTeamAndClientNames won"
"rock","10406125","paper","10843250","JesseThoughtOfMyTeamAndClientNames won"
"rock","9836424","paper","10269362","JesseThoughtOfMyTeamAndClientNames won"
"rock","19701656","paper","19766564","JesseThoughtOfMyTeamAndClientNames won"
"rock","10709197","paper","11163133","JesseThoughtOfMyTeamAndClientNames won"
"rock","8310853","paper","8744612","JesseThoughtOfMyTeamAndClientNames won"
"rock","10208514","paper","10646360","JesseThoughtOfMyTeamAndClientNames won"
"rock","9857598","paper","11715010","JesseThoughtOfMyTeamAndClientNames won"
"rock","13407503","paper","13914950","JesseThoughtOfMyTeamAndClientNames won"
"rock","7885979","paper","7647322","JesseThoughtOfMyTeamAndClientNames won"
"rock","13084055","paper","13517233","JesseThoughtOfMyTeamAndClientNames won"
"rock","8597397","paper","9031803","JesseThoughtOfMyTeamAndClientNames won"
"rock","8503028","paper","8513948","JesseThoughtOfMyTeamAndClientNames won"
"rock","11135075","paper","11570943","JesseThoughtOfMyTeamAndClientNames won"
"rock","6282706","paper","6686653","JesseThoughtOfMyTeamAndClientNames won"
"rock","9352614","paper","9786991","JesseThoughtOfMyTeamAndClientNames won"
"rock","4907743","paper","4671958","JesseThoughtOfMyTeamAndClientNames won"
"rock","4919792","paper","5113046","JesseThoughtOfMyTeamAndClientNames won"
"rock","8875675","paper","9302922","JesseThoughtOfMyTeamAndClientNames won"
"rock","8108980","paper","8565722","JesseThoughtOfMyTeamAndClientNames won"
"rock","5433569","paper","5394539","JesseThoughtOfMyTeamAndClientNames won"
"rock","4747047","paper","5141569","JesseThoughtOfMyTeamAndClientNames won"
"rock","5733499","paper","6150992","JesseThoughtOfMyTeamAndClientNames won"
"rock","5150383","paper","4911075","JesseThoughtOfMyTeamAndClientNames won"
"rock","12087841","paper","12517987","JesseThoughtOfMyTeamAndClientNames won"
"rock","5479488","paper","5238661","JesseThoughtOfMyTeamAndClientNames won"
"rock","4555490","paper","4155842","JesseThoughtOfMyTeamAndClientNames won"
"rock","14121506","paper","14188667","JesseThoughtOfMyTeamAndClientNames won"
"rock","13302027","paper","13727585","JesseThoughtOfMyTeamAndClientNames won"
"rock","6389267","paper","6362922","JesseThoughtOfMyTeamAndClientNames won"
"rock","7357834","paper","7763094","JesseThoughtOfMyTeamAndClientNames won"
"rock","5249694","paper","5017326","JesseThoughtOfMyTeamAndClientNames won"
"rock","7254586","paper","7671087","JesseThoughtOfMyTeamAndClientNames won"
"rock","8080030","paper","8539369","JesseThoughtOfMyTeamAndClientNames won"
"rock","7251673","paper","7646147","JesseThoughtOfMyTeamAndClientNames won"
"rock","11723827","paper","12150200","JesseThoughtOfMyTeamAndClientNames won"
"rock","7950278","paper","8400469","JesseThoughtOfMyTeamAndClientNames won"
"rock","10989414","paper","11029727","JesseThoughtOfMyTeamAndClientNames won"
"rock","9232307","paper","9846417","JesseThoughtOfMyTeamAndClientNames won"
"rock","9496830","paper","9537801","JesseThoughtOfMyTeamAndClientNames won"
"rock","9129116","paper","9556580","JesseThoughtOfMyTeamAndClientNames won"
"rock","8174226","paper","13790658","JesseThoughtOfMyTeamAndClientNames won"
"rock","11062739","paper","10780324","JesseThoughtOfMyTeamAndClientNames won"
"rock","4961561","paper","4550967","JesseThoughtOfMyTeamAndClientNames won"
"rock","7740423","paper","7482928","JesseThoughtOfMyTeamAndClientNames won"
"rock","5138035","paper","5176901","JesseThoughtOfMyTeamAndClientNames won"
"rock","4723006","paper","5113378","JesseThoughtOfMyTeamAndClientNames won"
"rock","4735168","paper","5127051","JesseThoughtOfMyTeamAndClientNames won"
"rock","4542460","paper","4280824","JesseThoughtOfMyTeamAndClientNames won"
"rock","5437522","paper","5199319","JesseThoughtOfMyTeamAndClientNames won"
"rock","3335676","paper","3728569","JesseThoughtOfMyTeamAndClientNames won"
"rock","6095290","paper","6484734","JesseThoughtOfMyTeamAndClientNames won"
"rock","4746825","paper","5139956","JesseThoughtOfMyTeamAndClientNames won"
"rock","4910220","paper","4681350","JesseThoughtOfMyTeamAndClientNames won"
"rock","5008660","paper","4769111","JesseThoughtOfMyTeamAndClientNames won"
"rock","4776942","paper","5184304","JesseThoughtOfMyTeamAndClientNames won"
"rock","5231271","paper","5190275","JesseThoughtOfMyTeamAndClientNames won"
"rock","4924227","paper","6495537","JesseThoughtOfMyTeamAndClientNames won"
"rock","4461391","paper","5336874","JesseThoughtOfMyTeamAndClientNames won"
"rock","6799975","paper","7195908","JesseThoughtOfMyTeamAndClientNames won"
"rock","5950808","paper","5996698","JesseThoughtOfMyTeamAndClientNames won"
"rock","3694453","paper","4097595","JesseThoughtOfMyTeamAndClientNames won"
"rock","4643643","paper","5054648","JesseThoughtOfMyTeamAndClientNames won"
"rock","4666870","paper","5064925","JesseThoughtOfMyTeamAndClientNames won"
"rock","4929005","paper","4690950","JesseThoughtOfMyTeamAndClientNames won"
"rock","5023506","paper","4785649","JesseThoughtOfMyTeamAndClientNames won"
"rock","5115888","paper","4872949","JesseThoughtOfMyTeamAndClientNames won"
"rock","4850716","paper","4617939","JesseThoughtOfMyTeamAndClientNames won"
"rock","4947804","paper","4698880","JesseThoughtOfMyTeamAndClientNames won"
"rock","5881534","paper","5515010","JesseThoughtOfMyTeamAndClientNames won"
"rock","2954323","paper","7061753","JesseThoughtOfMyTeamAndClientNames won"
"rock","4921881","paper","5323890","JesseThoughtOfMyTeamAndClientNames won"
"rock","5051577","paper","4801711","JesseThoughtOfMyTeamAndClientNames won"
"rock","4889667","paper","4655693","JesseThoughtOfMyTeamAndClientNames won"
"rock","4880210","paper","4639728","JesseThoughtOfMyTeamAndClientNames won"
"rock","4793221","paper","5181346","JesseThoughtOfMyTeamAndClientNames won"
"rock","4745272","paper","5133908","JesseThoughtOfMyTeamAndClientNames won"
"rock","4730123","paper","5120560","JesseThoughtOfMyTeamAndClientNames won"
"rock","4762109","paper","5171814","JesseThoughtOfMyTeamAndClientNames won"
"rock","4648555","paper","5040257","JesseThoughtOfMyTeamAndClientNames won"
"rock","4754810","paper","5147872","JesseThoughtOfMyTeamAndClientNames won"
"rock","4926652","paper","4691091","JesseThoughtOfMyTeamAndClientNames won"
"rock","3254755","paper","8912436","JesseThoughtOfMyTeamAndClientNames won"
"rock","4882735","paper","5271450","JesseThoughtOfMyTeamAndClientNames won"
"rock","4781070","paper","5192846","JesseThoughtOfMyTeamAndClientNames won"
"rock","4881683","paper","4646344","JesseThoughtOfMyTeamAndClientNames won"
"rock","4811398","paper","5207737","JesseThoughtOfMyTeamAndClientNames won"
"rock","4943487","paper","4706957","JesseThoughtOfMyTeamAndClientNames won"
"rock","3433901","paper","3824383","JesseThoughtOfMyTeamAndClientNames won"
"rock","6612921","paper","6653651","JesseThoughtOfMyTeamAndClientNames won"
"rock","13161499","paper","14190295","JesseThoughtOfMyTeamAndClientNames won"
"rock","3409856","paper","3803995","JesseThoughtOfMyTeamAndClientNames won"
"rock","4580027","paper","4967350","JesseThoughtOfMyTeamAndClientNames won"
"rock","4708453","paper","5098485","JesseThoughtOfMyTeamAndClientNames won"
"rock","4899275","paper","4669011","JesseThoughtOfMyTeamAndClientNames won"
"rock","4803451","paper","5194125","JesseThoughtOfMyTeamAndClientNames won"
"rock","4764236","paper","5176087","JesseThoughtOfMyTeamAndClientNames won"
"rock","4870076","paper","4635039","JesseThoughtOfMyTeamAndClientNames won"
"rock","4794630","paper","5188012","JesseThoughtOfMyTeamAndClientNames won"
"rock","4847512","paper","5245967","JesseThoughtOfMyTeamAndClientNames won"
"rock","3662421","paper","4076392","JesseThoughtOfMyTeamAndClientNames won"
"rock","5557266","paper","5954876","JesseThoughtOfMyTeamAndClientNames won"
"rock","4706381","paper","5119823","JesseThoughtOfMyTeamAndClientNames won"
"rock","4353671","paper","4745818","JesseThoughtOfMyTeamAndClientNames won"
"rock","4639264","paper","5041377","JesseThoughtOfMyTeamAndClientNames won"
"rock","4965497","paper","4791148","JesseThoughtOfMyTeamAndClientNames won"
"rock","7433406","paper","7830395","JesseThoughtOfMyTeamAndClientNames won"
"rock","4751101","paper","5147364","JesseThoughtOfMyTeamAndClientNames won"
"rock","5449362","paper","5408459","JesseThoughtOfMyTeamAndClientNames won"
"rock","5181576","paper","5138891","JesseThoughtOfMyTeamAndClientNames won"
"rock","4766338","paper","5156722","JesseThoughtOfMyTeamAndClientNames won"
"rock","4758290","paper","5149547","JesseThoughtOfMyTeamAndClientNames won"
"rock","4377433","paper","4141798","JesseThoughtOfMyTeamAndClientNames won"
"rock","5511415","paper","5276192","JesseThoughtOfMyTeamAndClientNames won"
"rock","3187707","paper","4741259","JesseThoughtOfMyTeamAndClientNames won"
"rock","5112060","paper","5505993","JesseThoughtOfMyTeamAndClientNames won"
"rock","4716180","paper","5107332","JesseThoughtOfMyTeamAndClientNames won"
"rock","5308246","paper","5269235","JesseThoughtOfMyTeamAndClientNames won"
"rock","5280047","paper","5321275","JesseThoughtOfMyTeamAndClientNames won"
"rock","4742176","paper","4506564","JesseThoughtOfMyTeamAndClientNames won"
"rock","4936918","paper","5330024","JesseThoughtOfMyTeamAndClientNames won"
"rock","7090239","paper","6838134","JesseThoughtOfMyTeamAndClientNames won"
"rock","4517344","paper","4922637","JesseThoughtOfMyTeamAndClientNames won"
"rock","7003645","paper","6769039","JesseThoughtOfMyTeamAndClientNames won"
"rock","5222584","paper","5183694","JesseThoughtOfMyTeamAndClientNames won"
"rock","4752629","paper","5146253","JesseThoughtOfMyTeamAndClientNames won"
"rock","4711307","paper","5102688","JesseThoughtOfMyTeamAndClientNames won"
"rock","5254218","paper","5211378","JesseThoughtOfMyTeamAndClientNames won"
"rock","4747548","paper","5144870","JesseThoughtOfMyTeamAndClientNames won"
"rock","5254371","paper","5295063","JesseThoughtOfMyTeamAndClientNames won"
"rock","4732009","paper","5131814","JesseThoughtOfMyTeamAndClientNames won"
"rock","5211152","paper","5166086","JesseThoughtOfMyTeamAndClientNames won"
"rock","4755679","paper","5153206","JesseThoughtOfMyTeamAndClientNames won"
"rock","4898332","paper","4665335","JesseThoughtOfMyTeamAndClientNames won"
"rock","4879948","paper","4648158","JesseThoughtOfMyTeamAndClientNames won"
"rock","4892115","paper","4660045","JesseThoughtOfMyTeamAndClientNames won"
"rock","4802885","paper","5192624","JesseThoughtOfMyTeamAndClientNames won"
"rock","4729470","paper","5118507","JesseThoughtOfMyTeamAndClientNames won"
"rock","4719773","paper","5108978","JesseThoughtOfMyTeamAndClientNames won"
"rock","4968745","paper","4732656","JesseThoughtOfMyTeamAndClientNames won"
"rock","4771682","paper","5164867","JesseThoughtOfMyTeamAndClientNames won"
"rock","4733470","paper","5119958","JesseThoughtOfMyTeamAndClientNames won"
"rock","8876151","paper","8913689","JesseThoughtOfMyTeamAndClientNames won"
"rock","5076975","paper","5477744","JesseThoughtOfMyTeamAndClientNames won"
"rock","4619439","paper","5004854","JesseThoughtOfMyTeamAndClientNames won"
"rock","4748073","paper","5136811","JesseThoughtOfMyTeamAndClientNames won"
"rock","3131138","paper","8688238","JesseThoughtOfMyTeamAndClientNames won"
"rock","5147591","paper","5537437","JesseThoughtOfMyTeamAndClientNames won"
"rock","5295249","paper","5334660","JesseThoughtOfMyTeamAndClientNames won"
"rock","5266996","paper","5307145","JesseThoughtOfMyTeamAndClientNames won"
"rock","4916617","paper","4684374","JesseThoughtOfMyTeamAndClientNames won"
"rock","15479183","paper","15903121","JesseThoughtOfMyTeamAndClientNames won"
"rock","4693067","paper","5092700","JesseThoughtOfMyTeamAndClientNames won"
"rock","5941453","paper","6329450","JesseThoughtOfMyTeamAndClientNames won"
"rock","4725860","paper","5120022","JesseThoughtOfMyTeamAndClientNames won"
"rock","4840534","paper","5253218","JesseThoughtOfMyTeamAndClientNames won"
"rock","4619839","paper","5023232","JesseThoughtOfMyTeamAndClientNames won"
"rock","2940869","paper","8788037","JesseThoughtOfMyTeamAndClientNames won"
"rock","7350546","paper","7746610","JesseThoughtOfMyTeamAndClientNames won"
"rock","5246052","paper","5285720","JesseThoughtOfMyTeamAndClientNames won"
"rock","3190501","paper","5135943","JesseThoughtOfMyTeamAndClientNames won"
"rock","4991125","paper","4954309","JesseThoughtOfMyTeamAndClientNames won"
"rock","4691632","paper","4444292","JesseThoughtOfMyTeamAndClientNames won"
"rock","4989241","paper","5412847","JesseThoughtOfMyTeamAndClientNames won"
"rock","3138009","paper","3329395","JesseThoughtOfMyTeamAndClientNames won"
"rock","6323692","paper","6719868","JesseThoughtOfMyTeamAndClientNames won"
"rock","5268624","paper","5309765","JesseThoughtOfMyTeamAndClientNames won"
"rock","5228163","paper","5268227","JesseThoughtOfMyTeamAndClientNames won"
"rock","3299897","paper","8497231","JesseThoughtOfMyTeamAndClientNames won"
"rock","5120155","paper","5512160","JesseThoughtOfMyTeamAndClientNames won"
"rock","4101065","paper","4522478","JesseThoughtOfMyTeamAndClientNames won"
"rock","5303110","paper","5699095","JesseThoughtOfMyTeamAndClientNames won"
"rock","4726452","paper","5118133","JesseThoughtOfMyTeamAndClientNames won"
"rock","4857212","paper","4622365","JesseThoughtOfMyTeamAndClientNames won"
"rock","4837878","paper","5253676","JesseThoughtOfMyTeamAndClientNames won"
"rock","4938128","paper","4701424","JesseThoughtOfMyTeamAndClientNames won"
"rock","5269049","paper","5309643","JesseThoughtOfMyTeamAndClientNames won"
"rock","4715095","paper","5113123","JesseThoughtOfMyTeamAndClientNames won"
"rock","7200956","paper","7450077","JesseThoughtOfMyTeamAndClientNames won"
"rock","6109038","paper","6508016","JesseThoughtOfMyTeamAndClientNames won"
"rock","3433228","paper","8890925","JesseThoughtOfMyTeamAndClientNames won"
"rock","4924224","paper","5321143","JesseThoughtOfMyTeamAndClientNames won"
"rock","4676823","paper","4408815","JesseThoughtOfMyTeamAndClientNames won"
"rock","5021852","paper","5418397","JesseThoughtOfMyTeamAndClientNames won"
"rock","4736497","paper","5132423","JesseThoughtOfMyTeamAndClientNames won"
"rock","4741273","paper","5140695","JesseThoughtOfMyTeamAndClientNames won"
"rock","4875896","paper","5295073","JesseThoughtOfMyTeamAndClientNames won"
"rock","4553501","paper","4949836","JesseThoughtOfMyTeamAndClientNames won"
"rock","4699780","paper","5103130","JesseThoughtOfMyTeamAndClientNames won"
"rock","4715234","paper","5115939","JesseThoughtOfMyTeamAndClientNames won"
"rock","4719572","paper","5115949","JesseThoughtOfMyTeamAndClientNames won"
"rock","4268437","paper","4672408","JesseThoughtOfMyTeamAndClientNames won"
"rock","3860373","paper","3617574","JesseThoughtOfMyTeamAndClientNames won"
"rock","4281944","paper","4689182","JesseThoughtOfMyTeamAndClientNames won"
"rock","6037935","paper","6078974","JesseThoughtOfMyTeamAndClientNames won"
"rock","4922230","paper","4690500","JesseThoughtOfMyTeamAndClientNames won"
"rock","4791690","paper","5187797","JesseThoughtOfMyTeamAndClientNames won"
"rock","4708810","paper","5103583","JesseThoughtOfMyTeamAndClientNames won"
"rock","4715108","paper","5108497","JesseThoughtOfMyTeamAndClientNames won"
"rock","4947289","paper","4707086","JesseThoughtOfMyTeamAndClientNames won"
"rock","5214136","paper","5251921","JesseThoughtOfMyTeamAndClientNames won"
"rock","4795500","paper","5194678","JesseThoughtOfMyTeamAndClientNames won"
"rock","3762529","paper","3529548","JesseThoughtOfMyTeamAndClientNames won"
"rock","5872088","paper","6263749","JesseThoughtOfMyTeamAndClientNames won"
"rock","3058957","paper","8855318","JesseThoughtOfMyTeamAndClientNames won"
"rock","5092436","paper","5495137","JesseThoughtOfMyTeamAndClientNames won"
"rock","4637209","paper","5040463","JesseThoughtOfMyTeamAndClientNames won"
"rock","4813352","paper","6384038","JesseThoughtOfMyTeamAndClientNames won"
"rock","8481462","paper","9006164","JesseThoughtOfMyTeamAndClientNames won"
"rock","7249780","paper","3152176","JesseThoughtOfMyTeamAndClientNames won"
"rock","4350491","paper","4785753","JesseThoughtOfMyTeamAndClientNames won"
"rock","11345043","paper","11593148","JesseThoughtOfMyTeamAndClientNames won"
"rock","5913405","paper","6395755","JesseThoughtOfMyTeamAndClientNames won"
"rock","4596630","paper","4982275","JesseThoughtOfMyTeamAndClientNames won"
"rock","4934560","paper","4701069","JesseThoughtOfMyTeamAndClientNames won"
"rock","4774155","paper","5165862","JesseThoughtOfMyTeamAndClientNames won"
"rock","5275527","paper","5231238","JesseThoughtOfMyTeamAndClientNames won"
"rock","4741241","paper","5139372","JesseThoughtOfMyTeamAndClientNames won"
"rock","4709597","paper","5108430","JesseThoughtOfMyTeamAndClientNames won"
"rock","4711003","paper","5107717","JesseThoughtOfMyTeamAndClientNames won"
"rock","5256513","paper","5296099","JesseThoughtOfMyTeamAndClientNames won"
"rock","4922933","paper","4688696","JesseThoughtOfMyTeamAndClientNames won"
"rock","4653958","paper","4696773","JesseThoughtOfMyTeamAndClientNames won"
"rock","4480869","paper","4879911","JesseThoughtOfMyTeamAndClientNames won"
"rock","4551876","paper","4970777","JesseThoughtOfMyTeamAndClientNames won"
"rock","4917445","paper","4684391","JesseThoughtOfMyTeamAndClientNames won"
"rock","5304373","paper","5343199","JesseThoughtOfMyTeamAndClientNames won"
"rock","3443522","paper","3840224","JesseThoughtOfMyTeamAndClientNames won"
"rock","5987488","paper","6384556","JesseThoughtOfMyTeamAndClientNames won"
"rock","4431429","paper","4827329","JesseThoughtOfMyTeamAndClientNames won"
"rock","4739667","paper","5135371","JesseThoughtOfMyTeamAndClientNames won"
"rock","5194533","paper","5233896","JesseThoughtOfMyTeamAndClientNames won"
"rock","4576104","paper","4307687","JesseThoughtOfMyTeamAndClientNames won"
"rock","5653817","paper","5694216","JesseThoughtOfMyTeamAndClientNames won"
"rock","3925008","paper","4318099","JesseThoughtOfMyTeamAndClientNames won"
"rock","4563170","paper","4958309","JesseThoughtOfMyTeamAndClientNames won"
"rock","4896969","paper","4663806","JesseThoughtOfMyTeamAndClientNames won"
"rock","4748015","paper","5146455","JesseThoughtOfMyTeamAndClientNames won"
"rock","4620386","paper","5017254","JesseThoughtOfMyTeamAndClientNames won"
"rock","5291826","paper","5330800","JesseThoughtOfMyTeamAndClientNames won"
"rock","5226981","paper","5188444","JesseThoughtOfMyTeamAndClientNames won"
"rock","4764311","paper","5167079","JesseThoughtOfMyTeamAndClientNames won"
"rock","7796918","paper","8050758","JesseThoughtOfMyTeamAndClientNames won"
"rock","4984455","paper","5380089","JesseThoughtOfMyTeamAndClientNames won"
"rock","4857807","paper","4627425","JesseThoughtOfMyTeamAndClientNames won"
"rock","4792763","paper","5184261","JesseThoughtOfMyTeamAndClientNames won"
"rock","4731258","paper","5125663","JesseThoughtOfMyTeamAndClientNames won"
"rock","4737905","paper","5143198","JesseThoughtOfMyTeamAndClientNames won"
"rock","4981692","paper","4733229","JesseThoughtOfMyTeamAndClientNames won"
"rock","4752866","paper","5158017","JesseThoughtOfMyTeamAndClientNames won"
"rock","4579721","paper","4976675","JesseThoughtOfMyTeamAndClientNames won"
"rock","7999159","paper","8244984","JesseThoughtOfMyTeamAndClientNames won"
"rock","4546441","paper","4939157","JesseThoughtOfMyTeamAndClientNames won"
"rock","4741717","paper","5136298","JesseThoughtOfMyTeamAndClientNames won"
"rock","4713921","paper","5111635","JesseThoughtOfMyTeamAndClientNames won"
"rock","4755370","paper","5155148","JesseThoughtOfMyTeamAndClientNames won"
"rock","4666263","paper","5060579","JesseThoughtOfMyTeamAndClientNames won"
"rock","3149426","paper","3552297","JesseThoughtOfMyTeamAndClientNames won"
"rock","6198288","paper","6187116","JesseThoughtOfMyTeamAndClientNames won"
"rock","4201469","paper","4595663","JesseThoughtOfMyTeamAndClientNames won"
"rock","5113251","paper","5151373","JesseThoughtOfMyTeamAndClientNames won"
"rock","4605431","paper","4996602","JesseThoughtOfMyTeamAndClientNames won"
"rock","4748206","paper","5139400","JesseThoughtOfMyTeamAndClientNames won"
"rock","4704711","paper","5099559","JesseThoughtOfMyTeamAndClientNames won"
"rock","4059010","paper","4448724","JesseThoughtOfMyTeamAndClientNames won"
"rock","8764507","paper","9174777","JesseThoughtOfMyTeamAndClientNames won"
"rock","4537961","paper","4926364","JesseThoughtOfMyTeamAndClientNames won"
"rock","4743533","paper","5133413","JesseThoughtOfMyTeamAndClientNames won"
"rock","4850175","paper","5248776","JesseThoughtOfMyTeamAndClientNames won"
"rock","4599413","paper","4995529","JesseThoughtOfMyTeamAndClientNames won"
"rock","4714349","paper","5102963","JesseThoughtOfMyTeamAndClientNames won"
"rock","5036067","paper","4787149","JesseThoughtOfMyTeamAndClientNames won"
"rock","6034525","paper","12611241","JesseThoughtOfMyTeamAndClientNames won"
"rock","3258382","paper","3660730","JesseThoughtOfMyTeamAndClientNames won"
"rock","5922525","paper","6328044","JesseThoughtOfMyTeamAndClientNames won"
"rock","4615707","paper","5015181","JesseThoughtOfMyTeamAndClientNames won"
"rock","4811986","paper","5237740","JesseThoughtOfMyTeamAndClientNames won"
"rock","4511655","paper","4908842","JesseThoughtOfMyTeamAndClientNames won"
"rock","4822312","paper","4588421","JesseThoughtOfMyTeamAndClientNames won"
"rock","4775087","paper","5162825","JesseThoughtOfMyTeamAndClientNames won"
"rock","5284137","paper","5325661","JesseThoughtOfMyTeamAndClientNames won"
"rock","3129574","paper","8688998","JesseThoughtOfMyTeamAndClientNames won"
"rock","5194022","paper","5613404","JesseThoughtOfMyTeamAndClientNames won"
"rock","4547272","paper","4946941","JesseThoughtOfMyTeamAndClientNames won"
"rock","4581118","paper","4972965","JesseThoughtOfMyTeamAndClientNames won"
"rock","4743948","paper","5145092","JesseThoughtOfMyTeamAndClientNames won"
"rock","4931334","paper","4694184","JesseThoughtOfMyTeamAndClientNames won"
"rock","9192265","paper","8941872","JesseThoughtOfMyTeamAndClientNames won"
"rock","4889549","paper","4933018","JesseThoughtOfMyTeamAndClientNames won"
"rock","5481811","paper","5522616","JesseThoughtOfMyTeamAndClientNames won"
"rock","4578835","paper","4980343","JesseThoughtOfMyTeamAndClientNames won"
"rock","4719152","paper","5112001","JesseThoughtOfMyTeamAndClientNames won"
"rock","4721870","paper","5112683","JesseThoughtOfMyTeamAndClientNames won"
"rock","3529025","paper","3922603","JesseThoughtOfMyTeamAndClientNames won"
